HouseholdID,Longitude,Latitude,N,order,cluster,latmean,lngmean
TT53,34.17177656,-0.385392407,9,1968,40,-0.384860898,34.17678221
TT54,34.17172881,-0.385868743,4,1969,40,-0.384860898,34.17678221
TT48,34.17249851,-0.386439345,11,1970,40,-0.384860898,34.17678221
TT56,34.17313315,-0.386048699,4,1971,40,-0.384860898,34.17678221
TT55,34.17310717,-0.385685933,5,1972,40,-0.384860898,34.17678221
TT57,34.17377065,-0.385903988,4,1973,40,-0.384860898,34.17678221
WW75,34.17404204,-0.385901876,11,1974,40,-0.384860898,34.17678221
TT58,34.1745172,-0.385773225,10,1975,40,-0.384860898,34.17678221
TT59,34.1741743,-0.384600158,8,1976,40,-0.384860898,34.17678221
WW68,34.17458606,-0.384361666,4,1977,40,-0.384860898,34.17678221
WW77,34.17757728,-0.383577527,3,1978,40,-0.384860898,34.17678221
WW73,34.17767588,-0.383529541,8,1979,40,-0.384860898,34.17678221
WW72,34.17771699,-0.384030921,6,1980,40,-0.384860898,34.17678221
WW74,34.17824476,-0.384268523,1,1981,40,-0.384860898,34.17678221
WW71,34.17768145,-0.384311105,12,1982,40,-0.384860898,34.17678221
WW70,34.17727234,-0.384486103,2,1983,40,-0.384860898,34.17678221
WW78,34.17639575,-0.385370436,5,1984,40,-0.384860898,34.17678221
WW69,34.17622531,-0.385560596,3,1985,40,-0.384860898,34.17678221
WW84,34.17587749,-0.386501359,5,1986,40,-0.384860898,34.17678221
WW85,34.17576429,-0.387030279,5,1987,40,-0.384860898,34.17678221
WW83,34.17635952,-0.3863341,4,1988,40,-0.384860898,34.17678221
WX74,34.17744762,-0.385229583,7,1989,40,-0.384860898,34.17678221
WW79,34.17767192,-0.385321536,10,1990,40,-0.384860898,34.17678221
WW76,34.17821392,-0.384949489,2,1991,40,-0.384860898,34.17678221
WW80,34.17900823,-0.38511049,9,1992,40,-0.384860898,34.17678221
KO61,34.17902483,-0.386596018,3,1993,40,-0.384860898,34.17678221
KO32,34.17857862,-0.387535165,5,1994,40,-0.384860898,34.17678221
KO19,34.17945123,-0.387158321,7,1995,40,-0.384860898,34.17678221
KO17,34.18080472,-0.387741183,13,1996,40,-0.384860898,34.17678221
KO18,34.1805331,-0.387387603,16,1997,40,-0.384860898,34.17678221
KO31,34.17954977,-0.386822018,21,1998,40,-0.384860898,34.17678221
KO20,34.17979215,-0.386599663,8,1999,40,-0.384860898,34.17678221
KO28,34.17953657,-0.385538887,4,2000,40,-0.384860898,34.17678221
KO30,34.17985928,-0.385506644,5,2001,40,-0.384860898,34.17678221
KO29,34.17977985,-0.38532322,5,2002,40,-0.384860898,34.17678221
KO11,34.18000913,-0.384868631,1,2003,40,-0.384860898,34.17678221
KO10,34.17976352,-0.384726995,1,2004,40,-0.384860898,34.17678221
WF06,34.17915003,-0.384393775,1,2005,40,-0.384860898,34.17678221
WF05,34.17907704,-0.384337272,1,2006,40,-0.384860898,34.17678221
KO45,34.17971775,-0.383843752,7,2007,40,-0.384860898,34.17678221
KO08,34.1797777,-0.383797749,3,2008,40,-0.384860898,34.17678221
KO46,34.17980795,-0.383887008,4,2009,40,-0.384860898,34.17678221
KO09,34.17983466,-0.383855678,5,2010,40,-0.384860898,34.17678221
KO59,34.17986797,-0.383896808,2,2011,41,-0.386085845,34.18347607
KO43,34.17987706,-0.3839035,4,2012,41,-0.386085845,34.18347607
KO07,34.17993673,-0.383893502,1,2013,41,-0.386085845,34.18347607
KO06,34.17998739,-0.383853864,4,2014,41,-0.386085845,34.18347607
KO48,34.17998707,-0.383820754,4,2015,41,-0.386085845,34.18347607
KO05,34.17997271,-0.383785748,1,2016,41,-0.386085845,34.18347607
KO57,34.17988593,-0.383681592,1,2017,41,-0.386085845,34.18347607
KO58,34.17990734,-0.383657708,4,2018,41,-0.386085845,34.18347607
KO49,34.18004621,-0.383695287,1,2019,41,-0.386085845,34.18347607
KO56,34.18004159,-0.383557021,4,2020,41,-0.386085845,34.18347607
KO52,34.1800534,-0.383546754,9,2021,41,-0.386085845,34.18347607
KO55,34.18003231,-0.383514869,1,2022,41,-0.386085845,34.18347607
KO54,34.18005812,-0.38350746,6,2023,41,-0.386085845,34.18347607
KO03,34.18015628,-0.383340944,5,2024,41,-0.386085845,34.18347607
KO53,34.18007747,-0.383524751,1,2025,41,-0.386085845,34.18347607
KO51,34.18004988,-0.383667621,4,2026,41,-0.386085845,34.18347607
KO50,34.18007567,-0.383696062,3,2027,41,-0.386085845,34.18347607
KO47,34.18002283,-0.383861277,3,2028,41,-0.386085845,34.18347607
KO44,34.18004633,-0.383887298,5,2029,41,-0.386085845,34.18347607
KO04,34.18007563,-0.383913354,6,2030,41,-0.386085845,34.18347607
KO02,34.18049119,-0.384045893,3,2031,41,-0.386085845,34.18347607
KO01,34.18039174,-0.384716086,4,2032,41,-0.386085845,34.18347607
KO42,34.18045795,-0.385614689,4,2033,41,-0.386085845,34.18347607
KO12,34.18130542,-0.385398952,7,2034,41,-0.386085845,34.18347607
KO13,34.18258989,-0.384943526,7,2035,41,-0.386085845,34.18347607
KO60,34.18288328,-0.384810727,7,2036,41,-0.386085845,34.18347607
KO26,34.18327007,-0.386375285,8,2037,41,-0.386085845,34.18347607
KO27,34.18293965,-0.387340865,7,2038,41,-0.386085845,34.18347607
KO65,34.18482886,-0.386601146,5,2039,41,-0.386085845,34.18347607
KO14,34.18413299,-0.388590794,8,2040,41,-0.386085845,34.18347607
KO15,34.18504501,-0.388440239,4,2041,41,-0.386085845,34.18347607
KO25,34.18560892,-0.388731772,6,2042,41,-0.386085845,34.18347607
KO16,34.1851851,-0.387913701,7,2043,41,-0.386085845,34.18347607
KO21,34.18586477,-0.387176244,18,2044,41,-0.386085845,34.18347607
KO22,34.18602392,-0.387395894,10,2045,41,-0.386085845,34.18347607
KO23,34.18678023,-0.387702707,5,2046,41,-0.386085845,34.18347607
KO24,34.18696521,-0.387713775,3,2047,41,-0.386085845,34.18347607
KM01,34.18764566,-0.387031974,11,2048,41,-0.386085845,34.18347607
KM05,34.18833207,-0.387382205,5,2049,41,-0.386085845,34.18347607
KM02,34.18769241,-0.387954591,5,2050,41,-0.386085845,34.18347607
KM03,34.18801222,-0.387942114,7,2051,41,-0.386085845,34.18347607
KM04,34.18840137,-0.387972626,7,2052,41,-0.386085845,34.18347607
KM06,34.18938519,-0.388030106,17,2053,41,-0.386085845,34.18347607
KM07,34.18978458,-0.388038312,18,2054,41,-0.386085845,34.18347607
KM13,34.1885764,-0.389158876,14,2055,41,-0.386085845,34.18347607
KM14,34.18909227,-0.389805179,4,2056,41,-0.386085845,34.18347607
KM15,34.18931958,-0.389938121,10,2057,41,-0.386085845,34.18347607
KM16,34.18810161,-0.390938502,14,2058,41,-0.386085845,34.18347607
KM18,34.18709146,-0.391047913,9,2059,41,-0.386085845,34.18347607
KM17,34.18744678,-0.391333269,6,2060,41,-0.386085845,34.18347607
KM21,34.18798883,-0.391764873,3,2061,42,-0.390757081,34.18081108
KM22,34.18772852,-0.392386422,10,2062,42,-0.390757081,34.18081108
KM23,34.1877293,-0.392925582,6,2063,42,-0.390757081,34.18081108
KM25,34.18786832,-0.393409052,8,2064,42,-0.390757081,34.18081108
KM24,34.18729368,-0.393725079,10,2065,42,-0.390757081,34.18081108
KM80,34.18632508,-0.393159778,8,2066,42,-0.390757081,34.18081108
KM19,34.18570539,-0.392337006,5,2067,42,-0.390757081,34.18081108
KM20,34.18610892,-0.391981922,6,2068,42,-0.390757081,34.18081108
KM12,34.18524988,-0.390476176,11,2069,42,-0.390757081,34.18081108
KM11,34.18570699,-0.389784262,3,2070,42,-0.390757081,34.18081108
KO66,34.18499219,-0.389699902,3,2071,42,-0.390757081,34.18081108
KM74,34.18385132,-0.392306761,3,2072,42,-0.390757081,34.18081108
KM75,34.18338139,-0.391923521,4,2073,42,-0.390757081,34.18081108
KM58,34.18289771,-0.391966786,1,2074,42,-0.390757081,34.18081108
KM57,34.1825898,-0.391841707,3,2075,42,-0.390757081,34.18081108
KM77,34.18213755,-0.391715374,5,2076,42,-0.390757081,34.18081108
KM78,34.18197432,-0.391479129,2,2077,42,-0.390757081,34.18081108
KM76,34.18191486,-0.391407592,2,2078,42,-0.390757081,34.18081108
KM79,34.18164871,-0.391335985,6,2079,42,-0.390757081,34.18081108
KO38,34.18216159,-0.390926289,5,2080,42,-0.390757081,34.18081108
KO37,34.18182291,-0.39005368,6,2081,42,-0.390757081,34.18081108
KO36,34.1822209,-0.389965404,2,2082,42,-0.390757081,34.18081108
KO35,34.18210295,-0.389745483,9,2083,42,-0.390757081,34.18081108
KO34,34.18234238,-0.389411058,13,2084,42,-0.390757081,34.18081108
KO39,34.17981053,-0.388901555,13,2085,42,-0.390757081,34.18081108
KO40,34.17945535,-0.389616359,15,2086,42,-0.390757081,34.18081108
KO41,34.17914342,-0.38949567,1,2087,42,-0.390757081,34.18081108
KO33,34.1781564,-0.388360826,18,2088,42,-0.390757081,34.18081108
KE39,34.17723639,-0.389166403,3,2089,42,-0.390757081,34.18081108
KE38,34.17700694,-0.389329395,8,2090,42,-0.390757081,34.18081108
WW89,34.17701827,-0.387876988,6,2091,42,-0.390757081,34.18081108
WW88,34.17672385,-0.388141797,1,2092,42,-0.390757081,34.18081108
WW87,34.17649224,-0.3879958,7,2093,42,-0.390757081,34.18081108
WW86,34.17601088,-0.388950057,17,2094,42,-0.390757081,34.18081108
KE35,34.17583258,-0.389336238,10,2095,42,-0.390757081,34.18081108
KE36,34.17637284,-0.389307332,4,2096,42,-0.390757081,34.18081108
KE37,34.17650496,-0.38971573,6,2097,42,-0.390757081,34.18081108
KE40,34.17701849,-0.38972338,21,2098,42,-0.390757081,34.18081108
KE41,34.17676752,-0.390378063,7,2099,42,-0.390757081,34.18081108
KE42,34.17627308,-0.3912692,9,2100,42,-0.390757081,34.18081108
KE43,34.17685044,-0.391095353,12,2101,42,-0.390757081,34.18081108
KE44,34.177324,-0.391820441,11,2102,42,-0.390757081,34.18081108
KE51,34.177192,-0.392509413,4,2103,42,-0.390757081,34.18081108
KE47,34.178485,-0.392021833,4,2104,42,-0.390757081,34.18081108
KE45,34.17796356,-0.391584818,7,2105,42,-0.390757081,34.18081108
KE46,34.17783909,-0.391159786,1,2106,42,-0.390757081,34.18081108
KO63,34.17829782,-0.390987804,8,2107,42,-0.390757081,34.18081108
KO64,34.1788171,-0.390682829,5,2108,42,-0.390757081,34.18081108
KO62,34.17932466,-0.390926983,8,2109,42,-0.390757081,34.18081108
KE48,34.17889305,-0.391771198,8,2110,42,-0.390757081,34.18081108
KE49,34.17904199,-0.392105003,2,2111,43,-0.395513962,34.18521038
KE50,34.17927432,-0.392198982,3,2112,43,-0.395513962,34.18521038
KM55,34.17909611,-0.394142422,11,2113,43,-0.395513962,34.18521038
KM54,34.17859677,-0.39454745,6,2114,43,-0.395513962,34.18521038
KM53,34.17881467,-0.394990674,5,2115,43,-0.395513962,34.18521038
KM52,34.17902349,-0.395833129,10,2116,43,-0.395513962,34.18521038
KM56,34.1795605,-0.394409456,3,2117,43,-0.395513962,34.18521038
KM51,34.18030744,-0.395309558,15,2118,43,-0.395513962,34.18521038
KM50,34.18129422,-0.395140782,20,2119,43,-0.395513962,34.18521038
KM63,34.18134061,-0.394345591,2,2120,43,-0.395513962,34.18521038
KM59,34.18249088,-0.393769214,5,2121,43,-0.395513962,34.18521038
KM60,34.18216898,-0.394187569,2,2122,43,-0.395513962,34.18521038
KM61,34.18203805,-0.394503221,3,2123,43,-0.395513962,34.18521038
KM62,34.1817782,-0.394957493,3,2124,43,-0.395513962,34.18521038
KM73,34.18177945,-0.395469724,10,2125,43,-0.395513962,34.18521038
KM49,34.18226903,-0.396450819,7,2126,43,-0.395513962,34.18521038
KM48,34.18304533,-0.395580418,8,2127,43,-0.395513962,34.18521038
KM47,34.18482254,-0.394930848,6,2128,43,-0.395513962,34.18521038
KM44,34.18510708,-0.394055448,3,2129,43,-0.395513962,34.18521038
KM45,34.18558221,-0.393755147,11,2130,43,-0.395513962,34.18521038
KM46,34.18573502,-0.394197107,6,2131,43,-0.395513962,34.18521038
KA42,34.1856493,-0.395251429,7,2132,43,-0.395513962,34.18521038
KA29,34.18586401,-0.395720802,18,2133,43,-0.395513962,34.18521038
KA28,34.18633655,-0.395798302,6,2134,43,-0.395513962,34.18521038
KA59,34.18637176,-0.396246538,6,2135,43,-0.395513962,34.18521038
KA60,34.18579769,-0.396680916,4,2136,43,-0.395513962,34.18521038
KA30,34.18630375,-0.397052955,6,2137,43,-0.395513962,34.18521038
KA61,34.18577719,-0.397176412,5,2138,43,-0.395513962,34.18521038
KA63,34.18468198,-0.397380672,11,2139,43,-0.395513962,34.18521038
KA64,34.18626586,-0.397864934,3,2140,43,-0.395513962,34.18521038
KA65,34.186615,-0.397548124,1,2141,43,-0.395513962,34.18521038
KA43,34.18761715,-0.397403547,10,2142,43,-0.395513962,34.18521038
KA20,34.18714731,-0.396940324,6,2143,43,-0.395513962,34.18521038
KA19,34.18694232,-0.39669621,2,2144,43,-0.395513962,34.18521038
KA27,34.18762308,-0.396490309,4,2145,43,-0.395513962,34.18521038
KA26,34.18732905,-0.395995114,5,2146,43,-0.395513962,34.18521038
KA25,34.18711441,-0.395947278,3,2147,43,-0.395513962,34.18521038
KA24,34.18791516,-0.395476111,15,2148,43,-0.395513962,34.18521038
KA22,34.188489,-0.396431855,1,2149,43,-0.395513962,34.18521038
KA47,34.18853866,-0.396870489,3,2150,43,-0.395513962,34.18521038
KA57,34.18897446,-0.396790309,7,2151,43,-0.395513962,34.18521038
KA58,34.18880173,-0.396255252,3,2152,43,-0.395513962,34.18521038
KA23,34.18894158,-0.395887736,14,2153,43,-0.395513962,34.18521038
KA68,34.18891123,-0.395454735,5,2154,43,-0.395513962,34.18521038
KA67,34.18977295,-0.395278689,3,2155,43,-0.395513962,34.18521038
KA56,34.19069095,-0.396417692,7,2156,43,-0.395513962,34.18521038
KA48,34.19091475,-0.395501002,3,2157,43,-0.395513962,34.18521038
KA16,34.19060992,-0.395057174,3,2158,43,-0.395513962,34.18521038
KA15,34.19035505,-0.394864716,5,2159,43,-0.395513962,34.18521038
KA14,34.19100047,-0.394338441,1,2160,43,-0.395513962,34.18521038
KB74,34.18980488,-0.394694132,9,2161,44,-0.390172803,34.19261626
KM81,34.18975187,-0.393436593,18,2162,44,-0.390172803,34.19261626
KM82,34.19028726,-0.392621926,1,2163,44,-0.390172803,34.19261626
KM26,34.18867214,-0.392634562,9,2164,44,-0.390172803,34.19261626
KM27,34.18933306,-0.391889579,5,2165,44,-0.390172803,34.19261626
KM40,34.18897594,-0.391533793,7,2166,44,-0.390172803,34.19261626
KM41,34.18983358,-0.39175954,8,2167,44,-0.390172803,34.19261626
KM36,34.1900035,-0.390531124,3,2168,44,-0.390172803,34.19261626
KM37,34.19059481,-0.390794783,3,2169,44,-0.390172803,34.19261626
KM38,34.19081165,-0.390305161,1,2170,44,-0.390172803,34.19261626
KM39,34.19056774,-0.390150653,3,2171,44,-0.390172803,34.19261626
KM08,34.1905166,-0.388210833,10,2172,44,-0.390172803,34.19261626
KM09,34.19156436,-0.388221831,9,2173,44,-0.390172803,34.19261626
KM10,34.19207044,-0.388704584,6,2174,44,-0.390172803,34.19261626
KM28,34.19146411,-0.389108051,12,2175,44,-0.390172803,34.19261626
KM31,34.19214376,-0.389592679,5,2176,44,-0.390172803,34.19261626
KM30,34.19162323,-0.38981629,5,2177,44,-0.390172803,34.19261626
KM29,34.19123351,-0.389794341,4,2178,44,-0.390172803,34.19261626
KM33,34.19099063,-0.390144104,2,2179,44,-0.390172803,34.19261626
KM35,34.19135859,-0.390797796,1,2180,44,-0.390172803,34.19261626
KM34,34.19143407,-0.391359772,8,2181,44,-0.390172803,34.19261626
KM83,34.19262547,-0.391043379,11,2182,44,-0.390172803,34.19261626
KJ83,34.1927248,-0.392238445,2,2183,44,-0.390172803,34.19261626
KM85,34.19377015,-0.39217105,15,2184,44,-0.390172803,34.19261626
KM84,34.19319157,-0.391232661,2,2185,44,-0.390172803,34.19261626
KM42,34.19276012,-0.389986584,5,2186,44,-0.390172803,34.19261626
KM32,34.19275107,-0.389052666,6,2187,44,-0.390172803,34.19261626
KM43,34.19296524,-0.389600465,4,2188,44,-0.390172803,34.19261626
KM89,34.19344468,-0.38984818,4,2189,44,-0.390172803,34.19261626
KM86,34.19381691,-0.38991016,13,2190,44,-0.390172803,34.19261626
KM91,34.1937521,-0.389296102,3,2191,44,-0.390172803,34.19261626
KM90,34.19377103,-0.388937928,2,2192,44,-0.390172803,34.19261626
KM93,34.19407078,-0.38941022,3,2193,44,-0.390172803,34.19261626
KM92,34.19407336,-0.389423742,5,2194,44,-0.390172803,34.19261626
KM94,34.1941914,-0.389446367,4,2195,44,-0.390172803,34.19261626
KM95,34.1942333,-0.389534574,2,2196,44,-0.390172803,34.19261626
KJ03,34.19448121,-0.389478659,2,2197,44,-0.390172803,34.19261626
KJ02,34.19450531,-0.389478795,2,2198,44,-0.390172803,34.19261626
KM98,34.19445119,-0.389349901,4,2199,44,-0.390172803,34.19261626
KM96,34.19444193,-0.389334573,7,2200,44,-0.390172803,34.19261626
KM99,34.19439291,-0.389303136,6,2201,44,-0.390172803,34.19261626
KM97,34.19441261,-0.389213123,1,2202,44,-0.390172803,34.19261626
KJ04,34.19459211,-0.389467897,4,2203,44,-0.390172803,34.19261626
KJ01,34.19462866,-0.38948045,5,2204,44,-0.390172803,34.19261626
KJ05,34.19487531,-0.389130868,5,2205,44,-0.390172803,34.19261626
KJ41,34.19490427,-0.389324998,2,2206,44,-0.390172803,34.19261626
KJ06,34.1948799,-0.389366493,6,2207,44,-0.390172803,34.19261626
KJ40,34.1949104,-0.38940296,1,2208,44,-0.390172803,34.19261626
KJ16,34.19508142,-0.389574949,2,2209,44,-0.390172803,34.19261626
KJ49,34.19507804,-0.389498674,4,2210,44,-0.390172803,34.19261626
KJ47,34.19511686,-0.389415161,4,2211,45,-0.389417289,34.19555916
KJ48,34.19509546,-0.389419879,4,2212,45,-0.389417289,34.19555916
KJ43,34.19504438,-0.389369909,3,2213,45,-0.389417289,34.19555916
KJ07,34.19506802,-0.389373548,2,2214,45,-0.389417289,34.19555916
KJ42,34.19501113,-0.389318014,7,2215,45,-0.389417289,34.19555916
KJ08,34.19501197,-0.389282976,10,2216,45,-0.389417289,34.19555916
KJ46,34.1951716,-0.389231727,4,2217,45,-0.389417289,34.19555916
KJ45,34.19518029,-0.389091698,5,2218,45,-0.389417289,34.19555916
KJ44,34.19522407,-0.389065236,4,2219,45,-0.389417289,34.19555916
KJ74,34.19528976,-0.388856575,3,2220,45,-0.389417289,34.19555916
KJ73,34.19538418,-0.388719527,7,2221,45,-0.389417289,34.19555916
KJ72,34.19540399,-0.388822942,1,2222,45,-0.389417289,34.19555916
KJ10,34.19550692,-0.388895423,6,2223,45,-0.389417289,34.19555916
KJ09,34.19552225,-0.388901135,7,2224,45,-0.389417289,34.19555916
KJ11,34.19563845,-0.388935337,5,2225,45,-0.389417289,34.19555916
KJ12,34.19552584,-0.389120646,5,2226,45,-0.389417289,34.19555916
KJ13,34.19556168,-0.389331956,3,2227,45,-0.389417289,34.19555916
KJ22,34.19565648,-0.389366721,6,2228,45,-0.389417289,34.19555916
KJ14,34.19569201,-0.389365154,4,2229,45,-0.389417289,34.19555916
KJ27,34.19569548,-0.389386767,6,2230,45,-0.389417289,34.19555916
KJ76,34.19575183,-0.389449737,2,2231,45,-0.389417289,34.19555916
KJ26,34.19568454,-0.389466474,1,2232,45,-0.389417289,34.19555916
KJ21,34.1955443,-0.389445323,1,2233,45,-0.389417289,34.19555916
KJ19,34.19550509,-0.389374773,6,2234,45,-0.389417289,34.19555916
KJ71,34.19534963,-0.38935852,3,2235,45,-0.389417289,34.19555916
KJ20,34.19543101,-0.389464349,4,2236,45,-0.389417289,34.19555916
KJ51,34.19537535,-0.389569049,4,2237,45,-0.389417289,34.19555916
KJ55,34.19541086,-0.389577835,3,2238,45,-0.389417289,34.19555916
KJ78,34.19544917,-0.38961316,3,2239,45,-0.389417289,34.19555916
KJ77,34.19547494,-0.389632178,1,2240,45,-0.389417289,34.19555916
KJ38,34.19536291,-0.389989664,1,2241,45,-0.389417289,34.19555916
KJ37,34.19534437,-0.390031951,4,2242,45,-0.389417289,34.19555916
KJ39,34.1953851,-0.390023316,3,2243,45,-0.389417289,34.19555916
KJ79,34.19557085,-0.389655005,4,2244,45,-0.389417289,34.19555916
KJ23,34.19564488,-0.38957653,2,2245,45,-0.389417289,34.19555916
KJ15,34.19578979,-0.389594713,7,2246,45,-0.389417289,34.19555916
KJ29,34.19581964,-0.389572712,5,2247,45,-0.389417289,34.19555916
KJ59,34.19584308,-0.38947817,3,2248,45,-0.389417289,34.19555916
KJ25,34.19583014,-0.389369898,3,2249,45,-0.389417289,34.19555916
KJ66,34.1959054,-0.389346786,5,2250,45,-0.389417289,34.19555916
KJ69,34.1960584,-0.389318727,3,2251,45,-0.389417289,34.19555916
KJ68,34.19607843,-0.389366558,3,2252,45,-0.389417289,34.19555916
KJ67,34.19601187,-0.389376596,5,2253,45,-0.389417289,34.19555916
KJ75,34.19592434,-0.389556854,3,2254,45,-0.389417289,34.19555916
KJ30,34.19587594,-0.38963512,3,2255,45,-0.389417289,34.19555916
KJ31,34.195764,-0.389728826,3,2256,45,-0.389417289,34.19555916
KJ36,34.19595441,-0.389771625,5,2257,45,-0.389417289,34.19555916
KJ32,34.19595697,-0.389784135,4,2258,45,-0.389417289,34.19555916
KJ33,34.1959969,-0.389781643,2,2259,45,-0.389417289,34.19555916
KJ34,34.19606299,-0.389683872,5,2260,45,-0.389417289,34.19555916
KJ35,34.19609286,-0.389674172,6,2261,46,-0.394370745,34.20090498
KJ81,34.19614073,-0.389683661,6,2262,46,-0.394370745,34.20090498
KJ60,34.19621047,-0.389718805,6,2263,46,-0.394370745,34.20090498
KJ70,34.19625434,-0.389660158,4,2264,46,-0.394370745,34.20090498
KJ62,34.19623604,-0.389595186,6,2265,46,-0.394370745,34.20090498
KJ61,34.19621804,-0.38959433,6,2266,46,-0.394370745,34.20090498
KJ63,34.19616686,-0.389470357,6,2267,46,-0.394370745,34.20090498
KJ64,34.19608911,-0.389567185,6,2268,46,-0.394370745,34.20090498
KJ28,34.19588701,-0.389579068,1,2269,46,-0.394370745,34.20090498
KJ24,34.19571824,-0.389495818,2,2270,46,-0.394370745,34.20090498
KJ80,34.19559889,-0.389536347,1,2271,46,-0.394370745,34.20090498
KJ56,34.19541018,-0.38958532,1,2272,46,-0.394370745,34.20090498
KJ52,34.19538657,-0.389630869,6,2273,46,-0.394370745,34.20090498
KJ53,34.19537352,-0.389591529,3,2274,46,-0.394370745,34.20090498
KJ54,34.19533224,-0.389559011,2,2275,46,-0.394370745,34.20090498
KJ50,34.19529724,-0.389549161,5,2276,46,-0.394370745,34.20090498
KJ18,34.19528714,-0.389530333,4,2277,46,-0.394370745,34.20090498
KJ17,34.19528763,-0.389512354,5,2278,46,-0.394370745,34.20090498
KJ65,34.1951316,-0.389667087,1,2279,46,-0.394370745,34.20090498
KJ58,34.1951261,-0.3898751,2,2280,46,-0.394370745,34.20090498
KJ57,34.1951089,-0.390055478,7,2281,46,-0.394370745,34.20090498
KM87,34.19480073,-0.390488095,5,2282,46,-0.394370745,34.20090498
KM88,34.19455267,-0.39084971,8,2283,46,-0.394370745,34.20090498
KJ82,34.19494846,-0.391227894,2,2284,46,-0.394370745,34.20090498
TG61,34.20298115,-0.398721976,7,2285,46,-0.394370745,34.20090498
TG15,34.20446897,-0.398326323,9,2286,46,-0.394370745,34.20090498
GK75,34.20570087,-0.396871456,8,2287,46,-0.394370745,34.20090498
GK74,34.20611366,-0.397038373,5,2288,46,-0.394370745,34.20090498
KG80,34.20611562,-0.397041876,7,2289,46,-0.394370745,34.20090498
KG86,34.2057985,-0.397300005,4,2290,46,-0.394370745,34.20090498
KG85,34.20560532,-0.397214481,7,2291,46,-0.394370745,34.20090498
KG84,34.2055678,-0.397413209,5,2292,46,-0.394370745,34.20090498
KG82,34.20568273,-0.39790429,10,2293,46,-0.394370745,34.20090498
KG83,34.20577376,-0.397873939,3,2294,46,-0.394370745,34.20090498
KG87,34.20639305,-0.397886456,7,2295,46,-0.394370745,34.20090498
KG89,34.20692414,-0.397742816,17,2296,46,-0.394370745,34.20090498
KG88,34.20713798,-0.397498044,3,2297,46,-0.394370745,34.20090498
GK73,34.20669904,-0.397113709,14,2298,46,-0.394370745,34.20090498
KG81,34.20630958,-0.397446359,9,2299,46,-0.394370745,34.20090498
TG07,34.2057284,-0.39848129,16,2300,46,-0.394370745,34.20090498
TG08,34.20623856,-0.399064851,1,2301,46,-0.394370745,34.20090498
TG06,34.20649035,-0.399290798,3,2302,46,-0.394370745,34.20090498
TG02,34.20659197,-0.399789364,7,2303,46,-0.394370745,34.20090498
TG01,34.20650175,-0.400017744,4,2304,46,-0.394370745,34.20090498
TG03,34.20605625,-0.400287328,6,2305,46,-0.394370745,34.20090498
TG59,34.20539504,-0.401741552,1,2306,46,-0.394370745,34.20090498
TG05,34.20539002,-0.401346507,5,2307,46,-0.394370745,34.20090498
TG04,34.20539648,-0.400625441,8,2308,46,-0.394370745,34.20090498
TG10,34.20508555,-0.400069293,3,2309,46,-0.394370745,34.20090498
TG09,34.20544667,-0.399732737,7,2310,46,-0.394370745,34.20090498
TG14,34.204921,-0.399650814,4,2311,47,-0.402949844,34.20411931
TG13,34.20493551,-0.399213947,5,2312,47,-0.402949844,34.20411931
TG12,34.20464097,-0.399587392,6,2313,47,-0.402949844,34.20411931
TG17,34.20424171,-0.39972242,3,2314,47,-0.402949844,34.20411931
TG16,34.20381158,-0.399578325,7,2315,47,-0.402949844,34.20411931
TG18,34.20437288,-0.400719593,3,2316,47,-0.402949844,34.20411931
TG19,34.20442002,-0.401362779,15,2317,47,-0.402949844,34.20411931
TG65,34.2038544,-0.400229412,9,2318,47,-0.402949844,34.20411931
TG11,34.2035629,-0.400564318,4,2319,47,-0.402949844,34.20411931
TG55,34.20341541,-0.401152637,4,2320,47,-0.402949844,34.20411931
TG62,34.20327772,-0.400890989,8,2321,47,-0.402949844,34.20411931
TG74,34.20224855,-0.40080873,4,2322,47,-0.402949844,34.20411931
TG64,34.20284814,-0.401477611,7,2323,47,-0.402949844,34.20411931
TG51,34.20231965,-0.401715422,17,2324,47,-0.402949844,34.20411931
TG52,34.20260091,-0.402117679,5,2325,47,-0.402949844,34.20411931
TG50,34.20204082,-0.402559284,6,2326,47,-0.402949844,34.20411931
TG49,34.20172684,-0.402696258,10,2327,47,-0.402949844,34.20411931
TG35,34.20168502,-0.402857221,10,2328,47,-0.402949844,34.20411931
TG57,34.20131468,-0.403063967,10,2329,47,-0.402949844,34.20411931
TG46,34.201396,-0.403424253,4,2330,47,-0.402949844,34.20411931
TG48,34.20160496,-0.40333551,6,2331,47,-0.402949844,34.20411931
TG36,34.20164383,-0.403584835,10,2332,47,-0.402949844,34.20411931
TG45,34.20209796,-0.403305692,6,2333,47,-0.402949844,34.20411931
TG30,34.20209201,-0.40419811,12,2334,47,-0.402949844,34.20411931
TG31,34.20215845,-0.404457614,9,2335,47,-0.402949844,34.20411931
TG33,34.20256046,-0.405015537,7,2336,47,-0.402949844,34.20411931
TG32,34.2027083,-0.404745168,6,2337,47,-0.402949844,34.20411931
TG66,34.20306872,-0.40425924,9,2338,47,-0.402949844,34.20411931
TG28,34.20385297,-0.403783823,8,2339,47,-0.402949844,34.20411931
TG29,34.20419998,-0.403770618,5,2340,47,-0.402949844,34.20411931
TG44,34.20280763,-0.402694377,3,2341,47,-0.402949844,34.20411931
TG43,34.2028178,-0.402130926,10,2342,47,-0.402949844,34.20411931
